# File: FlockThesis/ephem_FlockTLE.dat
#
# Ephemeris generated from TLE input file: C:/Users/jonat/OneDrive/Documents/MATLAB/ThesisCode/SatObs/SGP4_matlab/FlockTLE.txt
# Propagator: Kepler with J2
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re)
59593.11723380,0.27320239,0.07504744,-1.02844887
59593.11734954,0.26461898,0.06710867,-1.03123228
59593.11746528,0.25600200,0.05916135,-1.03388475
59593.11758102,0.24735255,0.05120649,-1.03640595
59593.11769676,0.23867172,0.04324509,-1.03879556
59593.11781250,0.22996062,0.03527816,-1.04105327
59593.11792824,0.22122035,0.02730672,-1.04317879
59593.11804398,0.21245202,0.01933179,-1.04517186
59593.11815972,0.20365674,0.01135436,-1.04703220
59593.11827546,0.19483564,0.00337546,-1.04875959
59593.11839120,0.18598982,-0.00460391,-1.05035381
59593.11850694,0.17712041,-0.01258272,-1.05181464
59593.11862269,0.16822855,-0.02055997,-1.05314191
59593.11873843,0.15931535,-0.02853465,-1.05433544
59593.11885417,0.15038194,-0.03650573,-1.05539508
59593.11896991,0.14142948,-0.04447221,-1.05632068
59593.11908565,0.13245908,-0.05243308,-1.05711214
59593.11920139,0.12347188,-0.06038733,-1.05776935
59593.11931713,0.11446904,-0.06833394,-1.05829222
59593.11943287,0.10545169,-0.07627190,-1.05868068
59593.11954861,0.09642098,-0.08420021,-1.05893468
59593.11966435,0.08737805,-0.09211787,-1.05905420
59593.11978009,0.07832406,-0.10002386,-1.05903920
59593.11989583,0.06926015,-0.10791718,-1.05888969
59593.12001157,0.06018747,-0.11579682,-1.05860569
59593.12012732,0.05110717,-0.12366180,-1.05818723
59593.12024306,0.04202041,-0.13151110,-1.05763436
59593.12035880,0.03292835,-0.13934373,-1.05694715
59593.12047454,0.02383213,-0.14715870,-1.05612568
59593.12059028,0.01473292,-0.15495501,-1.05517006
59593.12070602,0.00563186,-0.16273167,-1.05408040
59593.12082176,-0.00346988,-0.17048769,-1.05285685
59593.12093750,-0.01257115,-0.17822209,-1.05149955
59593.12105324,-0.02167079,-0.18593389,-1.05000867
59593.12116898,-0.03076766,-0.19362210,-1.04838440
59593.12128472,-0.03986058,-0.20128574,-1.04662695
59593.12140046,-0.04894841,-0.20892386,-1.04473654
59593.12151620,-0.05802999,-0.21653546,-1.04271340
59593.12163194,-0.06710418,-0.22411959,-1.04055779
59593.12174769,-0.07616980,-0.23167528,-1.03826998
59593.12186343,-0.08522573,-0.23920157,-1.03585026
59593.12197917,-0.09427079,-0.24669750,-1.03329893
59593.12209491,-0.10330385,-0.25416213,-1.03061632
59593.12221065,-0.11232376,-0.26159450,-1.02780276
59593.12232639,-0.12132936,-0.26899366,-1.02485861
59593.12244213,-0.13031952,-0.27635868,-1.02178424
59593.12255787,-0.13929310,-0.28368862,-1.01858004
59593.12267361,-0.14824894,-0.29098255,-1.01524642
59593.12278935,-0.15718592,-0.29823954,-1.01178379
59593.12290509,-0.16610291,-0.30545866,-1.00819260
59593.12302083,-0.17499875,-0.31263901,-1.00447329
59593.12313657,-0.18387233,-0.31977966,-1.00062635
59593.12325232,-0.19272252,-0.32687970,-0.99665224
59593.12336806,-0.20154819,-0.33393825,-0.99255149
59593.12348380,-0.21034822,-0.34095439,-0.98832460
59593.12359954,-0.21912150,-0.34792723,-0.98397211
59593.12371528,-0.22786689,-0.35485589,-0.97949457
59593.12383102,-0.23658331,-0.36173949,-0.97489256
59593.12394676,-0.24526963,-0.36857715,-0.97016664
59593.12406250,-0.25392475,-0.37536799,-0.96531743
59593.12417824,-0.26254758,-0.38211117,-0.96034553
59593.12429398,-0.27113701,-0.38880581,-0.95525157
59593.12440972,-0.27969195,-0.39545107,-0.95003621
59593.12452546,-0.28821132,-0.40204610,-0.94470009
59593.12464120,-0.29669404,-0.40859006,-0.93924391
59593.12475694,-0.30513901,-0.41508212,-0.93366834
59593.12487269,-0.31354518,-0.42152146,-0.92797409
59593.12498843,-0.32191147,-0.42790724,-0.92216190
59593.12510417,-0.33023682,-0.43423867,-0.91623248
59593.12521991,-0.33852016,-0.44051493,-0.91018660
59593.12533565,-0.34676045,-0.44673523,-0.90402503
59593.12545139,-0.35495664,-0.45289877,-0.89774853
59593.12556713,-0.36310768,-0.45900478,-0.89135792
59593.12568287,-0.37121254,-0.46505246,-0.88485400
59593.12579861,-0.37927019,-0.47104106,-0.87823759
59593.12591435,-0.38727960,-0.47696980,-0.87150953
59593.12603009,-0.39523976,-0.48283794,-0.86467068
59593.12614583,-0.40314964,-0.48864473,-0.85772191
59593.12626157,-0.41100825,-0.49438943,-0.85066409
59593.12637732,-0.41881459,-0.50007130,-0.84349813
59593.12649306,-0.42656766,-0.50568962,-0.83622493
59593.12660880,-0.43426647,-0.51124369,-0.82884541
59593.12672454,-0.44191005,-0.51673278,-0.82136051
59593.12684028,-0.44949743,-0.52215621,-0.81377119
59593.12695602,-0.45702763,-0.52751327,-0.80607840
59593.12707176,-0.46449971,-0.53280330,-0.79828312
59593.12718750,-0.47191270,-0.53802560,-0.79038634
59593.12730324,-0.47926567,-0.54317953,-0.78238906
59593.12741898,-0.48655769,-0.54826442,-0.77429230
59593.12753472,-0.49378781,-0.55327962,-0.76609709
59593.12765046,-0.50095513,-0.55822450,-0.75780447
59593.12776620,-0.50805874,-0.56309842,-0.74941548
59593.12788194,-0.51509772,-0.56790077,-0.74093120
59593.12799769,-0.52207118,-0.57263093,-0.73235271
59593.12811343,-0.52897823,-0.57728830,-0.72368108
59593.12822917,-0.53581800,-0.58187229,-0.71491743
59593.12834491,-0.54258962,-0.58638231,-0.70606287
59593.12846065,-0.54929222,-0.59081778,-0.69711852
59593.12857639,-0.55592494,-0.59517815,-0.68808551
59593.12869213,-0.56248696,-0.59946285,-0.67896500
59593.12880787,-0.56897742,-0.60367134,-0.66975815
59593.12892361,-0.57539551,-0.60780308,-0.66046612
59593.12903935,-0.58174041,-0.61185755,-0.65109009
59593.12915509,-0.58801131,-0.61583423,-0.64163126
59593.12927083,-0.59420741,-0.61973262,-0.63209082
59593.12938657,-0.60032792,-0.62355220,-0.62247000
59593.12950232,-0.60637206,-0.62729251,-0.61277001
59593.12961806,-0.61233907,-0.63095305,-0.60299208
59593.12973380,-0.61822819,-0.63453337,-0.59313746
59593.12984954,-0.62403866,-0.63803301,-0.58320740
59593.12996528,-0.62976974,-0.64145152,-0.57320316
59593.13008102,-0.63542072,-0.64478846,-0.56312601
59593.13019676,-0.64099085,-0.64804341,-0.55297724
59593.13031250,-0.64647945,-0.65121596,-0.54275814
59593.13042824,-0.65188580,-0.65430569,-0.53246999
59593.13054398,-0.65720923,-0.65731222,-0.52211412
59593.13065972,-0.66244904,-0.66023516,-0.51169184
59593.13077546,-0.66760458,-0.66307413,-0.50120446
59593.13089120,-0.67267519,-0.66582879,-0.49065334
59593.13100694,-0.67766023,-0.66849876,-0.48003980
59593.13112269,-0.68255905,-0.67108372,-0.46936520
59593.13123843,-0.68737103,-0.67358333,-0.45863089
59593.13135417,-0.69209557,-0.67599728,-0.44783824
59593.13146991,-0.69673206,-0.67832525,-0.43698862
59593.13158565,-0.70127991,-0.68056694,-0.42608341
59593.13170139,-0.70573854,-0.68272208,-0.41512400
59593.13181713,-0.71010738,-0.68479039,-0.40411178
59593.13193287,-0.71438588,-0.68677159,-0.39304815
59593.13204861,-0.71857349,-0.68866545,-0.38193452
59593.13216435,-0.72266968,-0.69047171,-0.37077230
59593.13228009,-0.72667392,-0.69219015,-0.35956291
59593.13239583,-0.73058571,-0.69382054,-0.34830778
59593.13251157,-0.73440455,-0.69536268,-0.33700834
59593.13262732,-0.73812996,-0.69681636,-0.32566602
59593.13274306,-0.74176145,-0.69818142,-0.31428227
59593.13285880,-0.74529857,-0.69945766,-0.30285854
59593.13297454,-0.74874086,-0.70064492,-0.29139627
59593.13309028,-0.75208789,-0.70174306,-0.27989693
59593.13320602,-0.75533923,-0.70275193,-0.26836198
59593.13332176,-0.75849446,-0.70367140,-0.25679289
59593.13343750,-0.76155319,-0.70450136,-0.24519113
59593.13355324,-0.76451503,-0.70524170,-0.23355817
59593.13366898,-0.76737959,-0.70589232,-0.22189550
59593.13378472,-0.77014652,-0.70645314,-0.21020459
59593.13390046,-0.77281545,-0.70692408,-0.19848694
59593.13401620,-0.77538606,-0.70730509,-0.18674403
59593.13413194,-0.77785801,-0.70759612,-0.17497737
59593.13424769,-0.78023099,-0.70779713,-0.16318844
59593.13436343,-0.78250469,-0.70790808,-0.15137875
59593.13447917,-0.78467883,-0.70792898,-0.13954979
59593.13459491,-0.78675313,-0.70785980,-0.12770308
59593.13471065,-0.78872733,-0.70770057,-0.11584013
59593.13482639,-0.79060117,-0.70745130,-0.10396243
59593.13494213,-0.79237442,-0.70711202,-0.09207150
59593.13505787,-0.79404684,-0.70668278,-0.08016886
59593.13517361,-0.79561824,-0.70616362,-0.06825602
59593.13528935,-0.79708839,-0.70555461,-0.05633449
59593.13540509,-0.79845713,-0.70485583,-0.04440580
59593.13552083,-0.79972428,-0.70406737,-0.03247145
59593.13563657,-0.80088966,-0.70318933,-0.02053298
59593.13575232,-0.80195315,-0.70222182,-0.00859189
59593.13586806,-0.80291459,-0.70116495,0.00335029
59593.13598380,-0.80377387,-0.70001887,0.01529205
59593.13609954,-0.80453088,-0.69878372,0.02723186
59593.13621528,-0.80518552,-0.69745966,0.03916821
59593.13633102,-0.80573771,-0.69604685,0.05109957
59593.13644676,-0.80618738,-0.69454547,0.06302443
59593.13656250,-0.80653447,-0.69295571,0.07494127
59593.13667824,-0.80677894,-0.69127778,0.08684857
59593.13679398,-0.80692075,-0.68951189,0.09874482
59593.13690972,-0.80695989,-0.68765826,0.11062851
59593.13702546,-0.80689636,-0.68571712,0.12249812
59593.13714120,-0.80673016,-0.68368873,0.13435214
59593.13725694,-0.80646131,-0.68157334,0.14618907
59593.13737269,-0.80608985,-0.67937122,0.15800740
59593.13748843,-0.80561582,-0.67708265,0.16980561
59593.13760417,-0.80503929,-0.67470792,0.18158222
59593.13771991,-0.80436032,-0.67224733,0.19333573
59593.13783565,-0.80357902,-0.66970120,0.20506463
59593.13795139,-0.80269547,-0.66706984,0.21676744
59593.13806713,-0.80170978,-0.66435360,0.22844267
59593.13818287,-0.80062210,-0.66155281,0.24008882
59593.13829861,-0.79943254,-0.65866784,0.25170443
59593.13841435,-0.79814127,-0.65569905,0.26328800
59593.13853009,-0.79674845,-0.65264682,0.27483808
59593.13864583,-0.79525425,-0.64951153,0.28635318
59593.13876157,-0.79365887,-0.64629359,0.29783184
59593.13887732,-0.79196252,-0.64299340,0.30927260
59593.13899306,-0.79016540,-0.63961139,0.32067401
59593.13910880,-0.78826774,-0.63614798,0.33203462
59593.13922454,-0.78626980,-0.63260362,0.34335297
59593.13934028,-0.78417182,-0.62897875,0.35462764
59593.13945602,-0.78197406,-0.62527383,0.36585717
59593.13957176,-0.77967682,-0.62148934,0.37704016
59593.13968750,-0.77728039,-0.61762577,0.38817516
59593.13980324,-0.77478506,-0.61368359,0.39926078
59593.13991898,-0.77219116,-0.60966331,0.41029559
59593.14003472,-0.76949901,-0.60556545,0.42127819
59593.14015046,-0.76670897,-0.60139052,0.43220718
59593.14026620,-0.76382139,-0.59713906,0.44308118
59593.14038194,-0.76083663,-0.59281160,0.45389880
59593.14049769,-0.75775507,-0.58840870,0.46465867
59593.14061343,-0.75457711,-0.58393092,0.47535941
59593.14072917,-0.75130316,-0.57937882,0.48599966
59593.14084491,-0.74793363,-0.57475299,0.49657807
59593.14096065,-0.74446894,-0.57005402,0.50709330
59593.14107639,-0.74090955,-0.56528250,0.51754401
59593.14119213,-0.73725590,-0.56043904,0.52792886
59593.14130787,-0.73350847,-0.55552425,0.53824654
59593.14142361,-0.72966772,-0.55053877,0.54849574
59593.14153935,-0.72573415,-0.54548322,0.55867515
59593.14165509,-0.72170826,-0.54035825,0.56878347
59593.14177083,-0.71759056,-0.53516451,0.57881942
59593.14188657,-0.71338158,-0.52990266,0.58878172
59593.14200232,-0.70908185,-0.52457338,0.59866912
59593.14211806,-0.70469193,-0.51917733,0.60848034
59593.14223380,-0.70021236,-0.51371522,0.61821414
59593.14234954,-0.69564373,-0.50818772,0.62786928
59593.14246528,-0.69098661,-0.50259555,0.63744455
59593.14258102,-0.68624159,-0.49693941,0.64693870
59593.14269676,-0.68140929,-0.49122003,0.65635055
59593.14281250,-0.67649032,-0.48543814,0.66567890
59593.14292824,-0.67148530,-0.47959447,0.67492255
59593.14304398,-0.66639487,-0.47368976,0.68408033
59593.14315972,-0.66121969,-0.46772476,0.69315108
59593.14327546,-0.65596040,-0.46170024,0.70213364
59593.14339120,-0.65061768,-0.45561696,0.71102688
59593.14350694,-0.64519221,-0.44947570,0.71982966
59593.14362269,-0.63968469,-0.44327723,0.72854086
59593.14373843,-0.63409581,-0.43702234,0.73715937
59593.14385417,-0.62842628,-0.43071184,0.74568411
59593.14396991,-0.62267683,-0.42434652,0.75411398
59593.14408565,-0.61684819,-0.41792720,0.76244792
59593.14420139,-0.61094111,-0.41145468,0.77068486
59593.14431713,-0.60495633,-0.40492981,0.77882376
59593.14443287,-0.59889461,-0.39835339,0.78686358
59593.14454861,-0.59275674,-0.39172628,0.79480331
59593.14466435,-0.58654348,-0.38504931,0.80264193
59593.14478009,-0.58025564,-0.37832334,0.81037845
59593.14489583,-0.57389401,-0.37154922,0.81801188
59593.14501157,-0.56745941,-0.36472781,0.82554125
59593.14512732,-0.56095265,-0.35785998,0.83296561
59593.14524306,-0.55437456,-0.35094661,0.84028402
59593.14535880,-0.54772598,-0.34398856,0.84749554
59593.14547454,-0.54100775,-0.33698674,0.85459926
59593.14559028,-0.53422074,-0.32994203,0.86159428
59593.14570602,-0.52736580,-0.32285532,0.86847970
59593.14582176,-0.52044381,-0.31572753,0.87525466
59593.14593750,-0.51345565,-0.30855954,0.88191829
59593.14605324,-0.50640221,-0.30135229,0.88846975
59593.14616898,-0.49928439,-0.29410667,0.89490820
59593.14628472,-0.49210310,-0.28682363,0.90123283
59593.14640046,-0.48485924,-0.27950407,0.90744283
59593.14651620,-0.47755374,-0.27214894,0.91353742
59593.14663194,-0.47018754,-0.26475917,0.91951582
59593.14674769,-0.46276156,-0.25733569,0.92537728
59593.14686343,-0.45527676,-0.24987946,0.93112104
59593.14697917,-0.44773408,-0.24239142,0.93674638
59593.14709491,-0.44013449,-0.23487253,0.94225260
59593.14721065,-0.43247895,-0.22732373,0.94763898
59593.14732639,-0.42476845,-0.21974600,0.95290484
59593.14744213,-0.41700395,-0.21214029,0.95804952
59593.14755787,-0.40918645,-0.20450758,0.96307237
59593.14767361,-0.40131695,-0.19684882,0.96797274
59593.14778935,-0.39339644,-0.18916501,0.97275002
59593.14790509,-0.38542593,-0.18145710,0.97740359
59593.14802083,-0.37740644,-0.17372610,0.98193288
59593.14813657,-0.36933899,-0.16597297,0.98633731
59593.14825232,-0.36122461,-0.15819870,0.99061631
59593.14836806,-0.35306432,-0.15040429,0.99476934
59593.14848380,-0.34485917,-0.14259072,0.99879589
59593.14859954,-0.33661019,-0.13475899,1.00269543
59593.14871528,-0.32831845,-0.12691009,1.00646748
59593.14883102,-0.31998499,-0.11904503,1.01011156
59593.14894676,-0.31161087,-0.11116479,1.01362720
59593.14906250,-0.30319717,-0.10327039,1.01701396
59593.14917824,-0.29474495,-0.09536283,1.02027142
59593.14929398,-0.28625528,-0.08744311,1.02339915
59593.14940972,-0.27772924,-0.07951224,1.02639677
59593.14952546,-0.26916793,-0.07157123,1.02926390
59593.14964120,-0.26057243,-0.06362108,1.03200017
59593.14975694,-0.25194383,-0.05566282,1.03460523
59593.14987269,-0.24328323,-0.04769744,1.03707877
59593.14998843,-0.23459173,-0.03972597,1.03942045
59593.15010417,-0.22587044,-0.03174942,1.04163000
59593.15021991,-0.21712046,-0.02376879,1.04370713
59593.15033565,-0.20834292,-0.01578511,1.04565158
59593.15045139,-0.19953892,-0.00779939,1.04746311
59593.15056713,-0.19070958,0.00018735,1.04914148
59593.15068287,-0.18185604,0.00817411,1.05068648
59593.15079861,-0.17297940,0.01615986,1.05209793
59593.15091435,-0.16408081,0.02414359,1.05337564
59593.15103009,-0.15516140,0.03212429,1.05451945
59593.15114583,-0.14622229,0.04010093,1.05552922
59593.15126157,-0.13726462,0.04807252,1.05640483
59593.15137732,-0.12828954,0.05603802,1.05714616
59593.15149306,-0.11929819,0.06399644,1.05775313
59593.15160880,-0.11029170,0.07194676,1.05822565
59593.15172454,-0.10127122,0.07988797,1.05856368
59593.15184028,-0.09223791,0.08781906,1.05876716
59593.15195602,-0.08319290,0.09573902,1.05883609
59593.15207176,-0.07413735,0.10364685,1.05877044
59593.15218750,-0.06507240,0.11154155,1.05857023
59593.15230324,-0.05599922,0.11942210,1.05823549
59593.15241898,-0.04691895,0.12728751,1.05776626
59593.15253472,-0.03783275,0.13513677,1.05716261
59593.15265046,-0.02874177,0.14296890,1.05642461
59593.15276620,-0.01964717,0.15078290,1.05555236
59593.15288194,-0.01055010,0.15857777,1.05454598
59593.15299769,-0.00145172,0.16635252,1.05340559
59593.15311343,0.00764682,0.17410617,1.05213134
59593.15322917,0.01674435,0.18183773,1.05072340
59593.15334491,0.02583973,0.18954622,1.04918194
59593.15346065,0.03493179,0.19723066,1.04750717
59593.15357639,0.04401938,0.20489007,1.04569929
59593.15369213,0.05310136,0.21252348,1.04375855
59593.15380787,0.06217655,0.22012993,1.04168519
59593.15392361,0.07124382,0.22770844,1.03947947
59593.15403935,0.08030201,0.23525805,1.03714169
59593.15415509,0.08934996,0.24277781,1.03467213
59593.15427083,0.09838653,0.25026676,1.03207111
59593.15438657,0.10741058,0.25772394,1.02933898
59593.15450232,0.11642095,0.26514842,1.02647607
59593.15461806,0.12541650,0.27253925,1.02348275
59593.15473380,0.13439609,0.27989548,1.02035941
59593.15484954,0.14335858,0.28721620,1.01710644
59593.15496528,0.15230283,0.29450046,1.01372426
59593.15508102,0.16122770,0.30174734,1.01021330
59593.15519676,0.17013207,0.30895593,1.00657402
59593.15531250,0.17901479,0.31612530,1.00280686
59593.15542824,0.18787475,0.32325455,0.99891232
59593.15554398,0.19671081,0.33034277,0.99489090
59593.15565972,0.20552187,0.33738906,0.99074310
59593.15577546,0.21430678,0.34439254,0.98646945
59593.15589120,0.22306445,0.35135230,0.98207050
59593.15600694,0.23179376,0.35826746,0.97754681
59593.15612269,0.24049361,0.36513716,0.97289896
59593.15623843,0.24916288,0.37196051,0.96812754
59593.15635417,0.25780048,0.37873665,0.96323315
59593.15646991,0.26640530,0.38546471,0.95821643
59593.15658565,0.27497627,0.39214386,0.95307801
59593.15670139,0.28351229,0.39877324,0.94781854
59593.15681713,0.29201228,0.40535200,0.94243869
59593.15693287,0.30047516,0.41187931,0.93693916
59593.15704861,0.30889985,0.41835435,0.93132064
59593.15716435,0.31728529,0.42477630,0.92558384
59593.15728009,0.32563041,0.43114433,0.91972950
59593.15739583,0.33393415,0.43745764,0.91375836
59593.15751157,0.34219547,0.44371543,0.90767119
59593.15762732,0.35041330,0.44991690,0.90146875
59593.15774306,0.35858662,0.45606127,0.89515184
59593.15785880,0.36671437,0.46214777,0.88872126
59593.15797454,0.37479554,0.46817561,0.88217783
59593.15809028,0.38282909,0.47414403,0.87552238
59593.15820602,0.39081401,0.48005228,0.86875576
59593.15832176,0.39874929,0.48589960,0.86187882
59593.15843750,0.40663391,0.49168526,0.85489246
59593.15855324,0.41446687,0.49740851,0.84779755
59593.15866898,0.42224720,0.50306864,0.84059499
59593.15878472,0.42997389,0.50866493,0.83328571
59593.15890046,0.43764596,0.51419667,0.82587062
59593.15901620,0.44526245,0.51966315,0.81835069
59593.15913194,0.45282239,0.52506368,0.81072685
59593.15924769,0.46032482,0.53039758,0.80300009
59593.15936343,0.46776879,0.53566417,0.79517138
59593.15947917,0.47515335,0.54086279,0.78724171
59593.15959491,0.48247756,0.54599276,0.77921211
59593.15971065,0.48974051,0.55105346,0.77108358
59593.15982639,0.49694127,0.55604422,0.76285717
59593.15994213,0.50407892,0.56096442,0.75453391
59593.16005787,0.51115256,0.56581344,0.74611487
59593.16017361,0.51816130,0.57059066,0.73760111
59593.16028935,0.52510424,0.57529547,0.72899373
59593.16040509,0.53198051,0.57992728,0.72029380
59593.16052083,0.53878923,0.58448550,0.71150244
59593.16063657,0.54552954,0.58896956,0.70262076
59593.16075232,0.55220059,0.59337888,0.69364990
59593.16086806,0.55880153,0.59771291,0.68459099
59593.16098380,0.56533152,0.60197109,0.67544519
59593.16109954,0.57178974,0.60615289,0.66621365
59593.16121528,0.57817537,0.61025778,0.65689755
59593.16133102,0.58448760,0.61428523,0.64749807
59593.16144676,0.59072563,0.61823475,0.63801641
59593.16156250,0.59688866,0.62210581,0.62845377
59593.16167824,0.60297593,0.62589795,0.61881137
59593.16179398,0.60898664,0.62961066,0.60909043
59593.16190972,0.61492006,0.63324349,0.59929219
59593.16202546,0.62077542,0.63679598,0.58941788
59593.16214120,0.62655197,0.64026767,0.57946877
59593.16225694,0.63224900,0.64365812,0.56944612
59593.16237269,0.63786578,0.64696691,0.55935120
59593.16248843,0.64340159,0.65019361,0.54918529
59593.16260417,0.64885574,0.65333782,0.53894968
59593.16271991,0.65422753,0.65639913,0.52864568
59593.16283565,0.65951628,0.65937717,0.51827459
59593.16295139,0.66472133,0.66227155,0.50783774
59593.16306713,0.66984201,0.66508190,0.49733643
59593.16318287,0.67487768,0.66780788,0.48677201
59593.16329861,0.67982770,0.67044913,0.47614583
59593.16341435,0.68469144,0.67300532,0.46545922
59593.16353009,0.68946828,0.67547612,0.45471354
59593.16364583,0.69415762,0.67786123,0.44391016
59593.16376157,0.69875887,0.68016034,0.43305046
59593.16387732,0.70327145,0.68237317,0.42213580
59593.16399306,0.70769478,0.68449942,0.41116758
59593.16410880,0.71202830,0.68653883,0.40014719
59593.16422454,0.71627146,0.68849114,0.38907602
59593.16434028,0.72042373,0.69035611,0.37795548
59593.16445602,0.72448458,0.69213350,0.36678699
59593.16457176,0.72845350,0.69382308,0.35557195
59593.16468750,0.73232999,0.69542464,0.34431180
59593.16480324,0.73611354,0.69693798,0.33300796
59593.16491898,0.73980370,0.69836291,0.32166187
59593.16503472,0.74339998,0.69969924,0.31027497
59593.16515046,0.74690193,0.70094681,0.29884870
59593.16526620,0.75030911,0.70210545,0.28738451
59593.16538194,0.75362110,0.70317503,0.27588386
59593.16549769,0.75683746,0.70415540,0.26434821
59593.16561343,0.75995779,0.70504645,0.25277901
59593.16572917,0.76298170,0.70584805,0.24117775
59593.16584491,0.76590881,0.70656011,0.22954589
59593.16596065,0.76873874,0.70718254,0.21788490
59593.16607639,0.77147114,0.70771526,0.20619627
59593.16619213,0.77410566,0.70815820,0.19448148
59593.16630787,0.77664196,0.70851131,0.18274202
59593.16642361,0.77907974,0.70877454,0.17097937
59593.16653935,0.78141867,0.70894786,0.15919503
59593.16665509,0.78365847,0.70903124,0.14739050
59593.16677083,0.78579884,0.70902468,0.13556726
59593.16688657,0.78783952,0.70892818,0.12372683
59593.16700232,0.78978026,0.70874174,0.11187070
59593.16711806,0.79162080,0.70846540,0.10000037
59593.16723380,0.79336092,0.70809919,0.08811736
59593.16734954,0.79500038,0.70764315,0.07622318
59593.16746528,0.79653900,0.70709735,0.06431932
59593.16758102,0.79797656,0.70646185,0.05240730
59593.16769676,0.79931290,0.70573673,0.04048863
59593.16781250,0.80054784,0.70492208,0.02856483
59593.16792824,0.80168122,0.70401801,0.01663741
59593.16804398,0.80271291,0.70302464,0.00470787
59593.16815972,0.80364277,0.70194208,-0.00722226
59593.16827546,0.80447068,0.70077048,-0.01915148
59593.16839120,0.80519654,0.69950998,-0.03107827
59593.16850694,0.80582027,0.69816075,-0.04300111
59593.16862269,0.80634177,0.69672295,-0.05491851
59593.16873843,0.80676099,0.69519677,-0.06682893
59593.16885417,0.80707788,0.69358241,-0.07873087
59593.16896991,0.80729238,0.69188005,-0.09062283
59593.16908565,0.80740448,0.69008993,-0.10250330
59593.16920139,0.80741417,0.68821227,-0.11437075
59593.16931713,0.80732144,0.68624730,-0.12622370
59593.16943287,0.80712630,0.68419528,-0.13806064
59593.16954861,0.80682878,0.68205646,-0.14988007
59593.16966435,0.80642892,0.67983112,-0.16168048
59593.16978009,0.80592677,0.67751954,-0.17346038
59593.16989583,0.80532239,0.67512201,-0.18521828
59593.17001157,0.80461587,0.67263883,-0.19695268
59593.17012732,0.80380728,0.67007032,-0.20866210
59593.17024306,0.80289673,0.66741681,-0.22034504
59593.17035880,0.80188435,0.66467863,-0.23200004
59593.17047454,0.80077025,0.66185613,-0.24362560
59593.17059028,0.79955458,0.65894966,-0.25522026
59593.17070602,0.79823750,0.65595960,-0.26678255
59593.17082176,0.79681916,0.65288632,-0.27831099
59593.17093750,0.79529976,0.64973021,-0.28980413
59593.17105324,0.79367949,0.64649168,-0.30126050
59593.17116898,0.79195854,0.64317113,-0.31267865
59593.17128472,0.79013714,0.63976898,-0.32405715
59593.17140046,0.78821552,0.63628566,-0.33539453
59593.17151620,0.78619392,0.63272162,-0.34668937
59593.17163194,0.78407261,0.62907731,-0.35794022
59593.17174769,0.78185184,0.62535319,-0.36914567
59593.17186343,0.77953190,0.62154973,-0.38030429
59593.17197917,0.77711309,0.61766741,-0.39141467
59593.17209491,0.77459572,0.61370673,-0.40247539
59593.17221065,0.77198009,0.60966818,-0.41348505
59593.17232639,0.76926655,0.60555228,-0.42444226
59593.17244213,0.76645543,0.60135955,-0.43534563
59593.17255787,0.76354710,0.59709052,-0.44619377
59593.17267361,0.76054192,0.59274574,-0.45698531
59593.17278935,0.75744028,0.58832574,-0.46771887
59593.17290509,0.75424256,0.58383110,-0.47839309
59593.17302083,0.75094918,0.57926238,-0.48900663
59593.17313657,0.74756055,0.57462016,-0.49955813
59593.17325232,0.74407709,0.56990503,-0.51004626
59593.17336806,0.74049926,0.56511759,-0.52046967
59593.17348380,0.73682751,0.56025844,-0.53082706
59593.17359954,0.73306230,0.55532819,-0.54111711
59593.17371528,0.72920410,0.55032749,-0.55133851
59593.17383102,0.72525341,0.54525695,-0.56148996
59593.17394676,0.72121074,0.54011721,-0.57157018
59593.17406250,0.71707658,0.53490894,-0.58157788
59593.17417824,0.71285147,0.52963279,-0.59151180
59593.17429398,0.70853594,0.52428943,-0.60137068
59593.17440972,0.70413054,0.51887954,-0.61115326
59593.17452546,0.69963583,0.51340380,-0.62085830
59593.17464120,0.69505237,0.50786290,-0.63048457
59593.17475694,0.69038076,0.50225756,-0.64003085
59593.17487269,0.68562157,0.49658847,-0.64949593
59593.17498843,0.68077542,0.49085636,-0.65887861
59593.17510417,0.67584291,0.48506195,-0.66817768
59593.17521991,0.67082468,0.47920598,-0.67739199
59593.17533565,0.66572136,0.47328919,-0.68652034
59593.17545139,0.66053359,0.46731233,-0.69556159
59593.17556713,0.65526204,0.46127616,-0.70451459
59593.17568287,0.64990738,0.45518144,-0.71337820
59593.17579861,0.64447027,0.44902895,-0.72215130
59593.17591435,0.63895142,0.44281946,-0.73083276
59593.17603009,0.63335151,0.43655376,-0.73942150
59593.17614583,0.62767127,0.43023265,-0.74791641
59593.17626157,0.62191141,0.42385693,-0.75631642
59593.17637732,0.61607266,0.41742740,-0.76462047
59593.17649306,0.61015576,0.41094488,-0.77282749
59593.17660880,0.60416147,0.40441020,-0.78093645
59593.17672454,0.59809054,0.39782417,-0.78894632
59593.17684028,0.59194373,0.39118764,-0.79685607
59593.17695602,0.58572184,0.38450145,-0.80466471
59593.17707176,0.57942565,0.37776644,-0.81237124
59593.17718750,0.57305596,0.37098347,-0.81997468
