# File: FlockThesis/ephem_FlockTLE.dat
#
# Ephemeris generated from TLE input file: C:/Users/jonat/OneDrive/Documents/MATLAB/ThesisCode/SatObs/SGP4_matlab/FlockTLE.txt
# Propagator: SatEph
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re)
56658.85127315,0.66767392,-0.62056484,-0.64344164
56658.85138889,0.67137509,-0.62633764,-0.63391080
56658.85150463,0.67500187,-0.63204104,-0.62430954
56658.85162037,0.67855387,-0.63767441,-0.61463892
56658.85173611,0.68203067,-0.64323711,-0.60490002
56658.85185185,0.68543189,-0.64872852,-0.59509389
56658.85196759,0.68875715,-0.65414803,-0.58522164
56658.85208333,0.69200606,-0.65949503,-0.57528435
56658.85219907,0.69517826,-0.66476892,-0.56528312
56658.85231481,0.69827340,-0.66996911,-0.55521906
56658.85243056,0.70129112,-0.67509501,-0.54509328
56658.85254630,0.70423108,-0.68014606,-0.53490689
56658.85266204,0.70709295,-0.68512168,-0.52466104
56658.85277778,0.70987640,-0.69002132,-0.51435684
56658.85289352,0.71258113,-0.69484443,-0.50399545
56658.85300926,0.71520682,-0.69959046,-0.49357800
56658.85312500,0.71775317,-0.70425889,-0.48310566
56658.85324074,0.72021989,-0.70884918,-0.47257959
56658.85335648,0.72260671,-0.71336083,-0.46200094
56658.85347222,0.72491336,-0.71779332,-0.45137090
56658.85358796,0.72713956,-0.72214616,-0.44069064
56658.85370370,0.72928507,-0.72641885,-0.42996134
56658.85381944,0.73134964,-0.73061092,-0.41918420
56658.85393519,0.73333304,-0.73472190,-0.40836041
56658.85405093,0.73523504,-0.73875132,-0.39749117
56658.85416667,0.73705542,-0.74269872,-0.38657769
56658.85428241,0.73879397,-0.74656367,-0.37562117
56658.85439815,0.74045050,-0.75034573,-0.36462285
56658.85451389,0.74202481,-0.75404447,-0.35358393
56658.85462963,0.74351671,-0.75765947,-0.34250564
56658.85474537,0.74492605,-0.76119033,-0.33138921
56658.85486111,0.74625266,-0.76463665,-0.32023589
56658.85497685,0.74749638,-0.76799803,-0.30904690
56658.85509259,0.74865707,-0.77127410,-0.29782349
56658.85520833,0.74973459,-0.77446450,-0.28656691
56658.85532407,0.75072882,-0.77756885,-0.27527841
56658.85543981,0.75163964,-0.78058680,-0.26395924
56658.85555556,0.75246694,-0.78351802,-0.25261067
56658.85567130,0.75321063,-0.78636218,-0.24123395
56658.85578704,0.75387062,-0.78911894,-0.22983036
56658.85590278,0.75444682,-0.79178801,-0.21840115
56658.85601852,0.75493917,-0.79436907,-0.20694761
56658.85613426,0.75534761,-0.79686183,-0.19547101
56658.85625000,0.75567209,-0.79926602,-0.18397262
56658.85636574,0.75591256,-0.80158135,-0.17245372
56658.85648148,0.75606900,-0.80380757,-0.16091561
56658.85659722,0.75614138,-0.80594442,-0.14935955
56658.85671296,0.75612968,-0.80799166,-0.13778685
56658.85682870,0.75603391,-0.80994905,-0.12619879
56658.85694444,0.75585406,-0.81181637,-0.11459665
56658.85706019,0.75559016,-0.81359342,-0.10298174
56658.85717593,0.75524223,-0.81527997,-0.09135534
56658.85729167,0.75481030,-0.81687586,-0.07971876
56658.85740741,0.75429441,-0.81838088,-0.06807329
56658.85752315,0.75369462,-0.81979487,-0.05642023
56658.85763889,0.75301099,-0.82111767,-0.04476087
56658.85775463,0.75224359,-0.82234913,-0.03309653
56658.85787037,0.75139251,-0.82348909,-0.02142849
56658.85798611,0.75045783,-0.82453744,-0.00975806
56658.85810185,0.74943965,-0.82549405,0.00191345
56658.85821759,0.74833808,-0.82635880,0.01358475
56658.85833333,0.74715324,-0.82713161,0.02525454
56658.85844907,0.74588526,-0.82781237,0.03692151
56658.85856481,0.74453427,-0.82840101,0.04858436
56658.85868056,0.74310043,-0.82889746,0.06024178
56658.85879630,0.74158388,-0.82930166,0.07189248
56658.85891204,0.73998480,-0.82961356,0.08353516
56658.85902778,0.73830335,-0.82983312,0.09516852
56658.85914352,0.73653973,-0.82996032,0.10679126
56658.85925926,0.73469412,-0.82999513,0.11840208
56658.85937500,0.73276673,-0.82993756,0.12999968
56658.85949074,0.73075776,-0.82978759,0.14158277
56658.85960648,0.72866745,-0.82954525,0.15315006
56658.85972222,0.72649601,-0.82921056,0.16470025
56658.85983796,0.72424369,-0.82878355,0.17623206
56658.85995370,0.72191074,-0.82826428,0.18774420
56658.86006944,0.71949741,-0.82765278,0.19923537
56658.86018519,0.71700397,-0.82694914,0.21070431
56658.86030093,0.71443070,-0.82615342,0.22214972
56658.86041667,0.71177787,-0.82526571,0.23357033
56658.86053241,0.70904579,-0.82428610,0.24496487
56658.86064815,0.70623475,-0.82321471,0.25633205
56658.86076389,0.70334506,-0.82205165,0.26767062
56658.86087963,0.70037705,-0.82079705,0.27897929
56658.86099537,0.69733105,-0.81945105,0.29025682
56658.86111111,0.69420739,-0.81801379,0.30150194
56658.86122685,0.69100641,-0.81648543,0.31271340
56658.86134259,0.68772848,-0.81486615,0.32388993
56658.86145833,0.68437395,-0.81315611,0.33503030
56658.86157407,0.68094320,-0.81135551,0.34613325
56658.86168981,0.67743662,-0.80946455,0.35719756
56658.86180556,0.67385458,-0.80748344,0.36822198
56658.86192130,0.67019749,-0.80541239,0.37920527
56658.86203704,0.66646575,-0.80325164,0.39014622
56658.86215278,0.66265978,-0.80100143,0.40104361
56658.86226852,0.65878000,-0.79866200,0.41189620
56658.86238426,0.65482684,-0.79623361,0.42270280
56658.86250000,0.65080074,-0.79371655,0.43346219
56658.86261574,0.64670216,-0.79111107,0.44417317
56658.86273148,0.64253154,-0.78841748,0.45483455
56658.86284722,0.63828935,-0.78563608,0.46544513
56658.86296296,0.63397606,-0.78276717,0.47600373
56658.86307870,0.62959215,-0.77981107,0.48650917
56658.86319444,0.62513812,-0.77676811,0.49696028
56658.86331019,0.62061444,-0.77363863,0.50735589
56658.86342593,0.61602164,-0.77042298,0.51769484
56658.86354167,0.61136022,-0.76712152,0.52797597
56658.86365741,0.60663071,-0.76373462,0.53819813
56658.86377315,0.60183361,-0.76026264,0.54836019
56658.86388889,0.59696948,-0.75670599,0.55846101
56658.86400463,0.59203886,-0.75306505,0.56849946
56658.86412037,0.58704228,-0.74934023,0.57847442
56658.86423611,0.58198032,-0.74553195,0.58838478
56658.86435185,0.57685353,-0.74164063,0.59822942
56658.86446759,0.57166249,-0.73766671,0.60800726
56658.86458333,0.56640777,-0.73361063,0.61771720
56658.86469907,0.56108996,-0.72947283,0.62735815
56658.86481481,0.55570965,-0.72525379,0.63692905
56658.86493056,0.55026744,-0.72095398,0.64642881
56658.86504630,0.54476394,-0.71657386,0.65585639
56658.86516204,0.53919977,-0.71211394,0.66521072
56658.86527778,0.53357553,-0.70757471,0.67449077
56658.86539352,0.52789187,-0.70295667,0.68369550
56658.86550926,0.52214941,-0.69826034,0.69282389
56658.86562500,0.51634879,-0.69348625,0.70187490
56658.86574074,0.51049067,-0.68863493,0.71084755
56658.86585648,0.50457568,-0.68370691,0.71974081
56658.86597222,0.49860450,-0.67870276,0.72855371
56658.86608796,0.49257779,-0.67362302,0.73728526
56658.86620370,0.48649622,-0.66846827,0.74593448
56658.86631944,0.48036047,-0.66323907,0.75450041
56658.86643519,0.47417122,-0.65793602,0.76298210
56658.86655093,0.46792916,-0.65255971,0.77137860
56658.86666667,0.46163499,-0.64711072,0.77968897
56658.86678241,0.45528941,-0.64158969,0.78791229
56658.86689815,0.44889313,-0.63599721,0.79604764
56658.86701389,0.44244686,-0.63033391,0.80409411
56658.86712963,0.43595132,-0.62460043,0.81205081
56658.86724537,0.42940724,-0.61879740,0.81991686
56658.86736111,0.42281533,-0.61292547,0.82769136
56658.86747685,0.41617635,-0.60698530,0.83537346
56658.86759259,0.40949102,-0.60097755,0.84296231
56658.86770833,0.40276010,-0.59490289,0.85045705
56658.86782407,0.39598433,-0.58876200,0.85785685
56658.86793981,0.38916446,-0.58255556,0.86516089
56658.86805556,0.38230127,-0.57628427,0.87236835
56658.86817130,0.37539551,-0.56994882,0.87947843
56658.86828704,0.36844795,-0.56354992,0.88649034
56658.86840278,0.36145938,-0.55708828,0.89340330
56658.86851852,0.35443055,-0.55056463,0.90021654
56658.86863426,0.34736227,-0.54397969,0.90692930
56658.86875000,0.34025531,-0.53733420,0.91354083
56658.86886574,0.33311048,-0.53062890,0.92005040
56658.86898148,0.32592855,-0.52386453,0.92645728
56658.86909722,0.31871035,-0.51704185,0.93276076
56658.86921296,0.31145666,-0.51016162,0.93896014
56658.86932870,0.30416830,-0.50322461,0.94505472
56658.86944444,0.29684608,-0.49623159,0.95104384
56658.86956019,0.28949081,-0.48918333,0.95692682
56658.86967593,0.28210332,-0.48208064,0.96270300
56658.86979167,0.27468442,-0.47492429,0.96837175
56658.86990741,0.26723495,-0.46771508,0.97393244
56658.87002315,0.25975573,-0.46045383,0.97938445
56658.87013889,0.25224760,-0.45314133,0.98472716
56658.87025463,0.24471139,-0.44577840,0.98995999
56658.87037037,0.23714794,-0.43836586,0.99508236
56658.87048611,0.22955810,-0.43090455,1.00009369
56658.87060185,0.22194270,-0.42339528,1.00499343
56658.87071759,0.21430260,-0.41583889,1.00978103
56658.87083333,0.20663864,-0.40823624,1.01445596
56658.87094907,0.19895169,-0.40058816,1.01901770
56658.87106481,0.19124259,-0.39289550,1.02346575
56658.87118056,0.18351221,-0.38515913,1.02779960
56658.87129630,0.17576140,-0.37737990,1.03201878
56658.87141204,0.16799103,-0.36955868,1.03612282
56658.87152778,0.16020196,-0.36169635,1.04011126
56658.87164352,0.15239506,-0.35379377,1.04398365
56658.87175926,0.14457120,-0.34585182,1.04773958
56658.87187500,0.13673124,-0.33787140,1.05137862
56658.87199074,0.12887607,-0.32985339,1.05490036
56658.87210648,0.12100656,-0.32179868,1.05830441
56658.87222222,0.11312357,-0.31370817,1.06159041
56658.87233796,0.10522800,-0.30558276,1.06475797
56658.87245370,0.09732071,-0.29742335,1.06780675
56658.87256944,0.08940259,-0.28923086,1.07073641
56658.87268519,0.08147452,-0.28100619,1.07354663
56658.87280093,0.07353738,-0.27275026,1.07623708
56658.87291667,0.06559205,-0.26446398,1.07880748
56658.87303241,0.05763942,-0.25614829,1.08125754
56658.87314815,0.04968037,-0.24780410,1.08358698
56658.87326389,0.04171579,-0.23943235,1.08579554
56658.87337963,0.03374657,-0.23103396,1.08788299
56658.87349537,0.02577359,-0.22260987,1.08984908
56658.87361111,0.01779773,-0.21416103,1.09169361
56658.87372685,0.00981989,-0.20568835,1.09341635
56658.87384259,0.00184095,-0.19719280,1.09501713
56658.87395833,-0.00613820,-0.18867532,1.09649576
56658.87407407,-0.01411667,-0.18013685,1.09785209
56658.87418981,-0.02209357,-0.17157834,1.09908595
56658.87430556,-0.03006802,-0.16300075,1.10019721
56658.87442130,-0.03803913,-0.15440503,1.10118574
56658.87453704,-0.04600601,-0.14579213,1.10205145
56658.87465278,-0.05396778,-0.13716302,1.10279422
56658.87476852,-0.06192355,-0.12851866,1.10341399
56658.87488426,-0.06987244,-0.11986000,1.10391067
56658.87500000,-0.07781355,-0.11118800,1.10428421
56658.87511574,-0.08574602,-0.10250365,1.10453457
56658.87523148,-0.09366895,-0.09380789,1.10466173
56658.87534722,-0.10158146,-0.08510170,1.10466566
56658.87546296,-0.10948267,-0.07638605,1.10454637
56658.87557870,-0.11737171,-0.06766191,1.10430387
56658.87569444,-0.12524770,-0.05893024,1.10393818
56658.87581019,-0.13310976,-0.05019201,1.10344934
56658.87592593,-0.14095701,-0.04144821,1.10283742
56658.87604167,-0.14878858,-0.03269980,1.10210247
56658.87615741,-0.15660361,-0.02394776,1.10124458
56658.87627315,-0.16440121,-0.01519306,1.10026384
56658.87638889,-0.17218053,-0.00643667,1.09916036
56658.87650463,-0.17994070,0.00232043,1.09793426
56658.87662037,-0.18768085,0.01107727,1.09658568
56658.87673611,-0.19540012,0.01983287,1.09511476
56658.87685185,-0.20309765,0.02858626,1.09352168
56658.87696759,-0.21077260,0.03733647,1.09180659
56658.87708333,-0.21842409,0.04608252,1.08996970
56658.87719907,-0.22605128,0.05482343,1.08801121
56658.87731481,-0.23365333,0.06355824,1.08593134
56658.87743056,-0.24122938,0.07228598,1.08373031
56658.87754630,-0.24877859,0.08100566,1.08140836
56658.87766204,-0.25630012,0.08971633,1.07896576
56658.87777778,-0.26379314,0.09841701,1.07640278
56658.87789352,-0.27125680,0.10710673,1.07371970
56658.87800926,-0.27869029,0.11578453,1.07091681
56658.87812500,-0.28609276,0.12444944,1.06799443
56658.87824074,-0.29346340,0.13310050,1.06495288
56658.87835648,-0.30080138,0.14173674,1.06179250
56658.87847222,-0.30810589,0.15035720,1.05851364
56658.87858796,-0.31537612,0.15896092,1.05511666
56658.87870370,-0.32261125,0.16754695,1.05160194
56658.87881944,-0.32981048,0.17611433,1.04796987
56658.87893519,-0.33697300,0.18466209,1.04422084
56658.87905093,-0.34409802,0.19318931,1.04035529
56658.87916667,-0.35118475,0.20169501,1.03637363
56658.87928241,-0.35823239,0.21017826,1.03227631
56658.87939815,-0.36524016,0.21863811,1.02806378
56658.87951389,-0.37220727,0.22707362,1.02373651
56658.87962963,-0.37913296,0.23548384,1.01929498
56658.87974537,-0.38601645,0.24386785,1.01473968
56658.87986111,-0.39285697,0.25222471,1.01007112
56658.87997685,-0.39965375,0.26055348,1.00528981
56658.88009259,-0.40640605,0.26885325,1.00039629
56658.88020833,-0.41311311,0.27712307,0.99539111
56658.88032407,-0.41977418,0.28536204,0.99027481
56658.88043981,-0.42638852,0.29356924,0.98504796
56658.88055556,-0.43295538,0.30174374,0.97971115
56658.88067130,-0.43947405,0.30988465,0.97426497
56658.88078704,-0.44594378,0.31799104,0.96871002
56658.88090278,-0.45236386,0.32606202,0.96304692
56658.88101852,-0.45873358,0.33409670,0.95727630
56658.88113426,-0.46505222,0.34209416,0.95139880
56658.88125000,-0.47131907,0.35005353,0.94541508
56658.88136574,-0.47753344,0.35797391,0.93932580
56658.88148148,-0.48369464,0.36585442,0.93313163
56658.88159722,-0.48980197,0.37369418,0.92683327
56658.88171296,-0.49585476,0.38149232,0.92043141
56658.88182870,-0.50185232,0.38924797,0.91392678
56658.88194444,-0.50779400,0.39696026,0.90732008
56658.88206019,-0.51367912,0.40462834,0.90061206
56658.88217593,-0.51950703,0.41225134,0.89380346
56658.88229167,-0.52527708,0.41982842,0.88689505
56658.88240741,-0.53098862,0.42735874,0.87988758
56658.88252315,-0.53664102,0.43484144,0.87278185
56658.88263889,-0.54223364,0.44227571,0.86557863
56658.88275463,-0.54776586,0.44966070,0.85827873
56658.88287037,-0.55323707,0.45699560,0.85088297
56658.88298611,-0.55864664,0.46427958,0.84339217
56658.88310185,-0.56399399,0.47151183,0.83580716
56658.88321759,-0.56927850,0.47869155,0.82812879
56658.88333333,-0.57449959,0.48581794,0.82035792
56658.88344907,-0.57965668,0.49289019,0.81249540
56658.88356481,-0.58474919,0.49990752,0.80454211
56658.88368056,-0.58977654,0.50686916,0.79649895
56658.88379630,-0.59473819,0.51377431,0.78836680
56658.88391204,-0.59963357,0.52062221,0.78014658
56658.88402778,-0.60446213,0.52741209,0.77183920
56658.88414352,-0.60922335,0.53414320,0.76344558
56658.88425926,-0.61391668,0.54081479,0.75496667
56658.88437500,-0.61854159,0.54742610,0.74640340
56658.88449074,-0.62309759,0.55397641,0.73775673
56658.88460648,-0.62758414,0.56046498,0.72902764
56658.88472222,-0.63200076,0.56689109,0.72021708
56658.88483796,-0.63634695,0.57325402,0.71132604
56658.88495370,-0.64062223,0.57955306,0.70235552
56658.88506944,-0.64482610,0.58578750,0.69330652
56658.88518519,-0.64895812,0.59195665,0.68418004
56658.88530093,-0.65301780,0.59805982,0.67497710
56658.88541667,-0.65700471,0.60409633,0.66569874
56658.88553241,-0.66091839,0.61006551,0.65634598
56658.88564815,-0.66475841,0.61596669,0.64691987
56658.88576389,-0.66852434,0.62179921,0.63742147
56658.88587963,-0.67221575,0.62756242,0.62785183
56658.88599537,-0.67583224,0.63325567,0.61821202
56658.88611111,-0.67937339,0.63887834,0.60850312
56658.88622685,-0.68283882,0.64442979,0.59872621
56658.88634259,-0.68622814,0.64990940,0.58888239
56658.88645833,-0.68954097,0.65531656,0.57897275
56658.88657407,-0.69277693,0.66065068,0.56899840
56658.88668981,-0.69593567,0.66591114,0.55896046
56658.88680556,-0.69901683,0.67109738,0.54886004
56658.88692130,-0.70202008,0.67620879,0.53869828
56658.88703704,-0.70494507,0.68124483,0.52847630
56658.88715278,-0.70779147,0.68620492,0.51819526
56658.88726852,-0.71055898,0.69108852,0.50785630
56658.88738426,-0.71324728,0.69589507,0.49746058
56658.88750000,-0.71585607,0.70062405,0.48700925
56658.88761574,-0.71838506,0.70527492,0.47650349
56658.88773148,-0.72083396,0.70984716,0.46594447
56658.88784722,-0.72320251,0.71434027,0.45533337
56658.88796296,-0.72549045,0.71875375,0.44467138
56658.88807870,-0.72769751,0.72308709,0.43395969
56658.88819444,-0.72982345,0.72733983,0.42319949
56658.88831019,-0.73186803,0.73151149,0.41239199
56658.88842593,-0.73383103,0.73560160,0.40153839
56658.88854167,-0.73571222,0.73960971,0.39063992
56658.88865741,-0.73751141,0.74353536,0.37969779
56658.88877315,-0.73922838,0.74737814,0.36871322
56658.88888889,-0.74086295,0.75113759,0.35768743
56658.88900463,-0.74241494,0.75481332,0.34662167
56658.88912037,-0.74388417,0.75840490,0.33551717
56658.88923611,-0.74527049,0.76191195,0.32437517
56658.88935185,-0.74657373,0.76533407,0.31319692
56658.88946759,-0.74779375,0.76867087,0.30198367
56658.88958333,-0.74893043,0.77192200,0.29073667
56658.88969907,-0.74998363,0.77508708,0.27945717
56658.88981481,-0.75095323,0.77816578,0.26814644
56658.88993056,-0.75183914,0.78115774,0.25680575
56658.89004630,-0.75264126,0.78406263,0.24543636
56658.89016204,-0.75335949,0.78688014,0.23403954
56658.89027778,-0.75399376,0.78960995,0.22261658
56658.89039352,-0.75454400,0.79225176,0.21116873
56658.89050926,-0.75501015,0.79480527,0.19969729
56658.89062500,-0.75539216,0.79727021,0.18820353
56658.89074074,-0.75568999,0.79964631,0.17668875
56658.89085648,-0.75590361,0.80193329,0.16515422
56658.89097222,-0.75603301,0.80413091,0.15360124
56658.89108796,-0.75607816,0.80623893,0.14203111
56658.89120370,-0.75603906,0.80825712,0.13044510
56658.89131944,-0.75591573,0.81018524,0.11884452
56658.89143519,-0.75570817,0.81202310,0.10723066
56658.89155093,-0.75541642,0.81377049,0.09560483
56658.89166667,-0.75504051,0.81542722,0.08396831
56658.89178241,-0.75458049,0.81699310,0.07232242
56658.89189815,-0.75403640,0.81846797,0.06066844
56658.89201389,-0.75340832,0.81985167,0.04900769
56658.89212963,-0.75269632,0.82114405,0.03734147
56658.89224537,-0.75190048,0.82234496,0.02567108
56658.89236111,-0.75102090,0.82345428,0.01399782
56658.89247685,-0.75005766,0.82447188,0.00232299
56658.89259259,-0.74901090,0.82539767,-0.00935209
56658.89270833,-0.74788072,0.82623153,-0.02102613
56658.89282407,-0.74666726,0.82697339,-0.03269783
56658.89293981,-0.74537065,0.82762316,-0.04436587
56658.89305556,-0.74399105,0.82818078,-0.05602896
56658.89317130,-0.74252861,0.82864619,-0.06768580
56658.89328704,-0.74098351,0.82901934,-0.07933508
56658.89340278,-0.73935590,0.82930019,-0.09097551
56658.89351852,-0.73764600,0.82948873,-0.10260578
56658.89363426,-0.73585398,0.82958494,-0.11422460
56658.89375000,-0.73398005,0.82958880,-0.12583068
56658.89386574,-0.73202443,0.82950033,-0.13742271
56658.89398148,-0.72998733,0.82931954,-0.14899941
56658.89409722,-0.72786900,0.82904645,-0.16055948
56658.89421296,-0.72566966,0.82868111,-0.17210164
56658.89432870,-0.72338958,0.82822356,-0.18362460
56658.89444444,-0.72102901,0.82767385,-0.19512708
56658.89456019,-0.71858821,0.82703206,-0.20660778
56658.89467593,-0.71606747,0.82629826,-0.21806545
56658.89479167,-0.71346707,0.82547254,-0.22949879
56658.89490741,-0.71078731,0.82455500,-0.24090653
56658.89502315,-0.70802848,0.82354575,-0.25228741
56658.89513889,-0.70519091,0.82244490,-0.26364016
56658.89525463,-0.70227491,0.82125259,-0.27496350
56658.89537037,-0.69928081,0.81996895,-0.28625620
56658.89548611,-0.69620895,0.81859413,-0.29751697
56658.89560185,-0.69305968,0.81712830,-0.30874459
56658.89571759,-0.68983336,0.81557162,-0.31993778
56658.89583333,-0.68653035,0.81392428,-0.33109532
56658.89594907,-0.68315102,0.81218646,-0.34221595
56658.89606481,-0.67969575,0.81035837,-0.35329844
56658.89618056,-0.67616494,0.80844021,-0.36434157
56658.89629630,-0.67255899,0.80643220,-0.37534409
56658.89641204,-0.66887829,0.80433458,-0.38630480
56658.89652778,-0.66512327,0.80214759,-0.39722247
56658.89664352,-0.66129434,0.79987148,-0.40809589
56658.89675926,-0.65739195,0.79750650,-0.41892385
56658.89687500,-0.65341652,0.79505293,-0.42970516
56658.89699074,-0.64936851,0.79251105,-0.44043860
56658.89710648,-0.64524838,0.78988115,-0.45112300
56658.89722222,-0.64105658,0.78716352,-0.46175716
56658.89733796,-0.63679359,0.78435848,-0.47233991
56658.89745370,-0.63245989,0.78146635,-0.48287008
56658.89756944,-0.62805597,0.77848745,-0.49334649
56658.89768519,-0.62358231,0.77542213,-0.50376798
56658.89780093,-0.61903943,0.77227073,-0.51413341
56658.89791667,-0.61442783,0.76903361,-0.52444161
56658.89803241,-0.60974804,0.76571113,-0.53469145
56658.89814815,-0.60500057,0.76230368,-0.54488180
56658.89826389,-0.60018596,0.75881164,-0.55501152
56658.89837963,-0.59530476,0.75523540,-0.56507949
56658.89849537,-0.59035750,0.75157536,-0.57508461
56658.89861111,-0.58534475,0.74783196,-0.58502575
56658.89872685,-0.58026706,0.74400559,-0.59490183
56658.89884259,-0.57512500,0.74009671,-0.60471175
56658.89895833,-0.56991916,0.73610574,-0.61445442
56658.89907407,-0.56465011,0.73203315,-0.62412878
56658.89918981,-0.55931845,0.72787938,-0.63373374
56658.89930556,-0.55392477,0.72364491,-0.64326825
56658.89942130,-0.54846967,0.71933021,-0.65273125
56658.89953704,-0.54295377,0.71493577,-0.66212170
56658.89965278,-0.53737768,0.71046209,-0.67143857
56658.89976852,-0.53174202,0.70590966,-0.68068082
56658.89988426,-0.52604744,0.70127901,-0.68984743
56658.90000000,-0.52029456,0.69657064,-0.69893740
56658.90011574,-0.51448402,0.69178510,-0.70794972
56658.90023148,-0.50861648,0.68692291,-0.71688339
56658.90034722,-0.50269259,0.68198463,-0.72573744
56658.90046296,-0.49671301,0.67697080,-0.73451088
56658.90057870,-0.49067841,0.67188199,-0.74320275
56658.90069444,-0.48458946,0.66671877,-0.75181209
56658.90081019,-0.47844685,0.66148172,-0.76033795
56658.90092593,-0.47225125,0.65617143,-0.76877940
56658.90104167,-0.46600337,0.65078848,-0.77713550
56658.90115741,-0.45970388,0.64533350,-0.78540534
56658.90127315,-0.45335351,0.63980707,-0.79358800
56658.90138889,-0.44695295,0.63420983,-0.80168259
56658.90150463,-0.44050291,0.62854239,-0.80968822
56658.90162037,-0.43400413,0.62280540,-0.81760400
56658.90173611,-0.42745731,0.61699949,-0.82542906
56658.90185185,-0.42086319,0.61112532,-0.83316255
56658.90196759,-0.41422250,0.60518353,-0.84080361
56658.90208333,-0.40753599,0.59917479,-0.84835141
56658.90219907,-0.40080439,0.59309978,-0.85580511
56658.90231481,-0.39402845,0.58695916,-0.86316391
56658.90243056,-0.38720893,0.58075363,-0.87042698
56658.90254630,-0.38034658,0.57448388,-0.87759354
56658.90266204,-0.37344217,0.56815060,-0.88466280
56658.90277778,-0.36649647,0.56175451,-0.89163398
56658.90289352,-0.35951024,0.55529631,-0.89850631
56658.90300926,-0.35248426,0.54877672,-0.90527906
56658.90312500,-0.34541931,0.54219647,-0.91195146
56658.90324074,-0.33831618,0.53555630,-0.91852279
56658.90335648,-0.33117565,0.52885694,-0.92499234
56658.90347222,-0.32399852,0.52209913,-0.93135939
56658.90358796,-0.31678558,0.51528363,-0.93762324
56658.90370370,-0.30953763,0.50841119,-0.94378321
56658.90381944,-0.30225548,0.50148258,-0.94983863
56658.90393519,-0.29493993,0.49449858,-0.95578883
56658.90405093,-0.28759179,0.48745995,-0.96163317
56658.90416667,-0.28021188,0.48036747,-0.96737099
56658.90428241,-0.27280101,0.47322194,-0.97300168
56658.90439815,-0.26536001,0.46602414,-0.97852462
56658.90451389,-0.25788970,0.45877489,-0.98393921
56658.90462963,-0.25039091,0.45147497,-0.98924484
56658.90474537,-0.24286446,0.44412520,-0.99444096
56658.90486111,-0.23531120,0.43672640,-0.99952698
56658.90497685,-0.22773195,0.42927938,-1.00450235
56658.90509259,-0.22012755,0.42178497,-1.00936652
56658.90520833,-0.21249885,0.41424400,-1.01411898
56658.90532407,-0.20484668,0.40665731,-1.01875919
56658.90543981,-0.19717190,0.39902574,-1.02328665
56658.90555556,-0.18947536,0.39135013,-1.02770088
56658.90567130,-0.18175790,0.38363133,-1.03200137
56658.90578704,-0.17402037,0.37587020,-1.03618768
56658.90590278,-0.16626364,0.36806759,-1.04025933
56658.90601852,-0.15848856,0.36022438,-1.04421589
56658.90613426,-0.15069598,0.35234142,-1.04805693
56658.90625000,-0.14288678,0.34441958,-1.05178202
56658.90636574,-0.13506180,0.33645975,-1.05539076
56658.90648148,-0.12722192,0.32846281,-1.05888276
56658.90659722,-0.11936800,0.32042964,-1.06225764
56658.90671296,-0.11150091,0.31236112,-1.06551503
56658.90682870,-0.10362152,0.30425815,-1.06865457
56658.90694444,-0.09573069,0.29612162,-1.07167593
56658.90706019,-0.08782930,0.28795244,-1.07457877
56658.90717593,-0.07991822,0.27975150,-1.07736278
56658.90729167,-0.07199832,0.27151971,-1.08002765
56658.90740741,-0.06407047,0.26325799,-1.08257310
56658.90752315,-0.05613556,0.25496723,-1.08499885
56658.90763889,-0.04819445,0.24664836,-1.08730463
56658.90775463,-0.04024802,0.23830230,-1.08949020
56658.90787037,-0.03229715,0.22992997,-1.09155531
56658.90798611,-0.02434271,0.22153229,-1.09349975
56658.90810185,-0.01638559,0.21311018,-1.09532329
56658.90821759,-0.00842665,0.20466458,-1.09702575
56658.90833333,-0.00046678,0.19619642,-1.09860694
56658.90844907,0.00749314,0.18770664,-1.10006669
56658.90856481,0.01545225,0.17919616,-1.10140483
56658.90868056,0.02340965,0.17066594,-1.10262123
56658.90879630,0.03136448,0.16211690,-1.10371574
56658.90891204,0.03931585,0.15354999,-1.10468826
56658.90902778,0.04726290,0.14496616,-1.10553868
56658.90914352,0.05520474,0.13636636,-1.10626690
56658.90925926,0.06314049,0.12775152,-1.10687285
56658.90937500,0.07106930,0.11912261,-1.10735646
56658.90949074,0.07899027,0.11048057,-1.10771768
56658.90960648,0.08690254,0.10182636,-1.10795647
56658.90972222,0.09480523,0.09316092,-1.10807280
56658.90983796,0.10269748,0.08448522,-1.10806667
56658.90995370,0.11057842,0.07580021,-1.10793807
56658.91006944,0.11844716,0.06710685,-1.10768702
56658.91018519,0.12630286,0.05840610,-1.10731355
56658.91030093,0.13414464,0.04969891,-1.10681769
56658.91041667,0.14197164,0.04098625,-1.10619951
56658.91053241,0.14978299,0.03226908,-1.10545906
56658.91064815,0.15757783,0.02354835,-1.10459644
56658.91076389,0.16535531,0.01482503,-1.10361173
56658.91087963,0.17311457,0.00610008,-1.10250505
56658.91099537,0.18085475,-0.00262554,-1.10127651
56658.91111111,0.18857499,-0.01135087,-1.09992625
56658.91122685,0.19627445,-0.02007494,-1.09845442
56658.91134259,0.20395228,-0.02879679,-1.09686118
56658.91145833,0.21160763,-0.03751546,-1.09514669
