# File: FlockThesis/ephem_FlockTLE.dat
#
# Ephemeris generated from TLE input file: C:/Users/jonat/OneDrive/Documents/MATLAB/ThesisCode/SatObs/SGP4_matlab/FlockTLE.txt
# Propagator: SatEph
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re)
55198.94155093,0.00866459,-0.13526640,1.13069176
55198.94166667,-0.00292050,-0.13618455,1.13060741
55198.94178241,-0.01450529,-0.13708859,1.13040557
55198.94189815,-0.02608857,-0.13797842,1.13008626
55198.94201389,-0.03766915,-0.13885397,1.12964950
55198.94212963,-0.04924582,-0.13971513,1.12909535
55198.94224537,-0.06081739,-0.14056181,1.12842386
55198.94236111,-0.07238265,-0.14139394,1.12763509
55198.94247685,-0.08394041,-0.14221141,1.12672913
55198.94259259,-0.09548946,-0.14301415,1.12570606
55198.94270833,-0.10702862,-0.14380208,1.12456600
55198.94282407,-0.11855667,-0.14457510,1.12330907
55198.94293981,-0.13007244,-0.14533315,1.12193538
55198.94305556,-0.14157472,-0.14607613,1.12044508
55198.94317130,-0.15306232,-0.14680399,1.11883833
55198.94328704,-0.16453405,-0.14751663,1.11711528
55198.94340278,-0.17598872,-0.14821398,1.11527612
55198.94351852,-0.18742515,-0.14889598,1.11332103
55198.94363426,-0.19884214,-0.14956255,1.11125022
55198.94375000,-0.21023851,-0.15021362,1.10906390
55198.94386574,-0.22161308,-0.15084912,1.10676229
55198.94398148,-0.23296467,-0.15146899,1.10434562
55198.94409722,-0.24429211,-0.15207316,1.10181416
55198.94421296,-0.25559421,-0.15266158,1.09916816
55198.94432870,-0.26686981,-0.15323417,1.09640789
55198.94444444,-0.27811773,-0.15379088,1.09353364
55198.94456019,-0.28933681,-0.15433165,1.09054570
55198.94467593,-0.30052588,-0.15485643,1.08744438
55198.94479167,-0.31168379,-0.15536515,1.08423000
55198.94490741,-0.32280937,-0.15585777,1.08090289
55198.94502315,-0.33390148,-0.15633424,1.07746339
55198.94513889,-0.34495895,-0.15679450,1.07391187
55198.94525463,-0.35598064,-0.15723850,1.07024868
55198.94537037,-0.36696541,-0.15766621,1.06647421
55198.94548611,-0.37791211,-0.15807757,1.06258884
55198.94560185,-0.38881962,-0.15847255,1.05859298
55198.94571759,-0.39968680,-0.15885109,1.05448703
55198.94583333,-0.41051251,-0.15921317,1.05027143
55198.94594907,-0.42129564,-0.15955874,1.04594660
55198.94606481,-0.43203507,-0.15988776,1.04151299
55198.94618056,-0.44272967,-0.16020021,1.03697107
55198.94629630,-0.45337835,-0.16049604,1.03232130
55198.94641204,-0.46397998,-0.16077524,1.02756416
55198.94652778,-0.47453349,-0.16103776,1.02270014
55198.94664352,-0.48503775,-0.16128358,1.01772975
55198.94675926,-0.49549169,-0.16151268,1.01265350
55198.94687500,-0.50589422,-0.16172503,1.00747192
55198.94699074,-0.51624426,-0.16192060,1.00218553
55198.94710648,-0.52654073,-0.16209938,0.99679489
55198.94722222,-0.53678256,-0.16226135,0.99130056
55198.94733796,-0.54696869,-0.16240649,0.98570310
55198.94745370,-0.55709806,-0.16253479,0.98000310
55198.94756944,-0.56716961,-0.16264622,0.97420113
55198.94768519,-0.57718231,-0.16274079,0.96829781
55198.94780093,-0.58713510,-0.16281847,0.96229375
55198.94791667,-0.59702695,-0.16287926,0.95618956
55198.94803241,-0.60685684,-0.16292315,0.94998588
55198.94814815,-0.61662375,-0.16295015,0.94368335
55198.94826389,-0.62632665,-0.16296023,0.93728262
55198.94837963,-0.63596453,-0.16295341,0.93078436
55198.94849537,-0.64553641,-0.16292969,0.92418924
55198.94861111,-0.65504127,-0.16288905,0.91749794
55198.94872685,-0.66447813,-0.16283152,0.91071116
55198.94884259,-0.67384602,-0.16275709,0.90382960
55198.94895833,-0.68314394,-0.16266577,0.89685398
55198.94907407,-0.69237095,-0.16255757,0.88978501
55198.94918981,-0.70152607,-0.16243250,0.88262342
55198.94930556,-0.71060836,-0.16229058,0.87536998
55198.94942130,-0.71961687,-0.16213181,0.86802541
55198.94953704,-0.72855066,-0.16195621,0.86059050
55198.94965278,-0.73740880,-0.16176381,0.85306599
55198.94976852,-0.74619038,-0.16155462,0.84545269
55198.94988426,-0.75489446,-0.16132865,0.83775138
55198.95000000,-0.76352016,-0.16108594,0.82996286
55198.95011574,-0.77206658,-0.16082652,0.82208793
55198.95023148,-0.78053281,-0.16055039,0.81412741
55198.95034722,-0.78891799,-0.16025760,0.80608214
55198.95046296,-0.79722124,-0.15994817,0.79795294
55198.95057870,-0.80544168,-0.15962214,0.78974065
55198.95069444,-0.81357848,-0.15927954,0.78144615
55198.95081019,-0.82163078,-0.15892040,0.77307027
55198.95092593,-0.82959774,-0.15854476,0.76461390
55198.95104167,-0.83747853,-0.15815266,0.75607791
55198.95115741,-0.84527234,-0.15774414,0.74746319
55198.95127315,-0.85297834,-0.15731924,0.73877064
55198.95138889,-0.86059575,-0.15687800,0.73000115
55198.95150463,-0.86812375,-0.15642048,0.72115565
55198.95162037,-0.87556158,-0.15594671,0.71223504
55198.95173611,-0.88290846,-0.15545675,0.70324026
55198.95185185,-0.89016361,-0.15495064,0.69417224
55198.95196759,-0.89732629,-0.15442844,0.68503192
55198.95208333,-0.90439575,-0.15389021,0.67582026
55198.95219907,-0.91137125,-0.15333599,0.66653821
55198.95231481,-0.91825207,-0.15276585,0.65718674
55198.95243056,-0.92503749,-0.15217985,0.64776682
55198.95254630,-0.93172680,-0.15157803,0.63827943
55198.95266204,-0.93831931,-0.15096048,0.62872556
55198.95277778,-0.94481433,-0.15032724,0.61910620
55198.95289352,-0.95121118,-0.14967839,0.60942236
55198.95300926,-0.95750920,-0.14901400,0.59967503
55198.95312500,-0.96370774,-0.14833413,0.58986524
55198.95324074,-0.96980614,-0.14763884,0.57999401
55198.95335648,-0.97580377,-0.14692823,0.57006236
55198.95347222,-0.98170001,-0.14620235,0.56007133
55198.95358796,-0.98749424,-0.14546128,0.55002195
55198.95370370,-0.99318586,-0.14470511,0.53991528
55198.95381944,-0.99877429,-0.14393390,0.52975237
55198.95393519,-1.00425892,-0.14314774,0.51953427
55198.95405093,-1.00963921,-0.14234671,0.50926205
55198.95416667,-1.01491458,-0.14153089,0.49893677
55198.95428241,-1.02008449,-0.14070037,0.48855952
55198.95439815,-1.02514840,-0.13985523,0.47813138
55198.95451389,-1.03010578,-0.13899557,0.46765342
55198.95462963,-1.03495612,-0.13812146,0.45712675
55198.95474537,-1.03969892,-0.13723301,0.44655246
55198.95486111,-1.04433367,-0.13633030,0.43593164
55198.95497685,-1.04885990,-0.13541342,0.42526541
55198.95509259,-1.05327715,-0.13448248,0.41455488
55198.95520833,-1.05758494,-0.13353757,0.40380116
55198.95532407,-1.06178284,-0.13257878,0.39300538
55198.95543981,-1.06587040,-0.13160622,0.38216865
55198.95555556,-1.06984721,-0.13061999,0.37129212
55198.95567130,-1.07371284,-0.12962018,0.36037690
55198.95578704,-1.07746691,-0.12860692,0.34942414
55198.95590278,-1.08110902,-0.12758029,0.33843499
55198.95601852,-1.08463878,-0.12654040,0.32741057
55198.95613426,-1.08805585,-0.12548737,0.31635205
55198.95625000,-1.09135986,-0.12442131,0.30526058
55198.95636574,-1.09455048,-0.12334232,0.29413731
55198.95648148,-1.09762736,-0.12225051,0.28298339
55198.95659722,-1.10059020,-0.12114601,0.27180001
55198.95671296,-1.10343869,-0.12002892,0.26058831
55198.95682870,-1.10617252,-0.11889936,0.24934946
55198.95694444,-1.10879144,-0.11775745,0.23808465
55198.95706019,-1.11129515,-0.11660331,0.22679503
55198.95717593,-1.11368341,-0.11543706,0.21548179
55198.95729167,-1.11595597,-0.11425881,0.20414611
55198.95740741,-1.11811259,-0.11306870,0.19278917
55198.95752315,-1.12015305,-0.11186684,0.18141215
55198.95763889,-1.12207715,-0.11065336,0.17001624
55198.95775463,-1.12388469,-0.10942839,0.15860262
55198.95787037,-1.12557548,-0.10819205,0.14717248
55198.95798611,-1.12714936,-0.10694447,0.13572701
55198.95810185,-1.12860615,-0.10568579,0.12426742
55198.95821759,-1.12994572,-0.10441613,0.11279488
55198.95833333,-1.13116792,-0.10313563,0.10131059
55198.95844907,-1.13227264,-0.10184441,0.08981576
55198.95856481,-1.13325976,-0.10054262,0.07831157
55198.95868056,-1.13412919,-0.09923039,0.06679923
55198.95879630,-1.13488084,-0.09790785,0.05527994
55198.95891204,-1.13551463,-0.09657515,0.04375489
55198.95902778,-1.13603051,-0.09523242,0.03222528
55198.95914352,-1.13642843,-0.09387980,0.02069232
55198.95925926,-1.13670834,-0.09251743,0.00915721
55198.95937500,-1.13687023,-0.09114545,-0.00237886
55198.95949074,-1.13691409,-0.08976401,-0.01391468
55198.95960648,-1.13683991,-0.08837326,-0.02544905
55198.95972222,-1.13664770,-0.08697332,-0.03698078
55198.95983796,-1.13633750,-0.08556436,-0.04850866
55198.95995370,-1.13590934,-0.08414652,-0.06003149
55198.96006944,-1.13536327,-0.08271994,-0.07154807
55198.96018519,-1.13469935,-0.08128477,-0.08305721
55198.96030093,-1.13391766,-0.07984117,-0.09455770
55198.96041667,-1.13301829,-0.07838928,-0.10604836
55198.96053241,-1.13200133,-0.07692925,-0.11752799
55198.96064815,-1.13086690,-0.07546124,-0.12899538
55198.96076389,-1.12961512,-0.07398540,-0.14044936
55198.96087963,-1.12824613,-0.07250188,-0.15188873
55198.96099537,-1.12676007,-0.07101083,-0.16331230
55198.96111111,-1.12515711,-0.06951242,-0.17471889
55198.96122685,-1.12343742,-0.06800679,-0.18610730
55198.96134259,-1.12160119,-0.06649411,-0.19747636
55198.96145833,-1.11964862,-0.06497453,-0.20882488
55198.96157407,-1.11757990,-0.06344820,-0.22015169
55198.96168981,-1.11539527,-0.06191530,-0.23145561
55198.96180556,-1.11309497,-0.06037597,-0.24273546
55198.96192130,-1.11067922,-0.05883038,-0.25399007
55198.96203704,-1.10814830,-0.05727868,-0.26521829
55198.96215278,-1.10550248,-0.05572105,-0.27641893
55198.96226852,-1.10274203,-0.05415763,-0.28759084
55198.96238426,-1.09986725,-0.05258860,-0.29873285
55198.96250000,-1.09687845,-0.05101411,-0.30984382
55198.96261574,-1.09377594,-0.04943433,-0.32092259
55198.96273148,-1.09056006,-0.04784942,-0.33196802
55198.96284722,-1.08723114,-0.04625956,-0.34297894
55198.96296296,-1.08378954,-0.04466489,-0.35395423
55198.96307870,-1.08023562,-0.04306559,-0.36489275
55198.96319444,-1.07656976,-0.04146183,-0.37579336
55198.96331019,-1.07279235,-0.03985377,-0.38665493
55198.96342593,-1.06890380,-0.03824158,-0.39747635
55198.96354167,-1.06490450,-0.03662542,-0.40825648
55198.96365741,-1.06079488,-0.03500546,-0.41899421
55198.96377315,-1.05657538,-0.03338188,-0.42968842
55198.96388889,-1.05224644,-0.03175483,-0.44033803
55198.96400463,-1.04780853,-0.03012449,-0.45094191
55198.96412037,-1.04326210,-0.02849103,-0.46149897
55198.96423611,-1.03860764,-0.02685461,-0.47200812
55198.96435185,-1.03384564,-0.02521541,-0.48246828
55198.96446759,-1.02897660,-0.02357359,-0.49287836
55198.96458333,-1.02400103,-0.02192933,-0.50323729
55198.96469907,-1.01891946,-0.02028280,-0.51354399
55198.96481481,-1.01373242,-0.01863416,-0.52379739
55198.96493056,-1.00844046,-0.01698359,-0.53399645
55198.96504630,-1.00304414,-0.01533126,-0.54414011
55198.96516204,-0.99754401,-0.01367733,-0.55422731
55198.96527778,-0.99194067,-0.01202199,-0.56425702
55198.96539352,-0.98623470,-0.01036540,-0.57422821
55198.96550926,-0.98042669,-0.00870773,-0.58413983
55198.96562500,-0.97451726,-0.00704916,-0.59399088
55198.96574074,-0.96850703,-0.00538985,-0.60378033
55198.96585648,-0.96239663,-0.00372998,-0.61350717
55198.96597222,-0.95618669,-0.00206972,-0.62317040
55198.96608796,-0.94987787,-0.00040924,-0.63276903
55198.96620370,-0.94347084,0.00125129,-0.64230206
55198.96631944,-0.93696626,0.00291169,-0.65176852
55198.96643519,-0.93036481,0.00457180,-0.66116742
55198.96655093,-0.92366718,0.00623144,-0.67049780
55198.96666667,-0.91687408,0.00789044,-0.67975871
55198.96678241,-0.90998622,0.00954864,-0.68894917
55198.96689815,-0.90300431,0.01120585,-0.69806826
55198.96701389,-0.89592908,0.01286190,-0.70711503
55198.96712963,-0.88876128,0.01451664,-0.71608854
55198.96724537,-0.88150166,0.01616988,-0.72498789
55198.96736111,-0.87415097,0.01782146,-0.73381215
55198.96747685,-0.86670997,0.01947120,-0.74256041
55198.96759259,-0.85917946,0.02111893,-0.75123178
55198.96770833,-0.85156020,0.02276449,-0.75982536
55198.96782407,-0.84385301,0.02440771,-0.76834027
55198.96793981,-0.83605867,0.02604841,-0.77677565
55198.96805556,-0.82817801,0.02768643,-0.78513061
55198.96817130,-0.82021184,0.02932159,-0.79340431
55198.96828704,-0.81216099,0.03095374,-0.80159589
55198.96840278,-0.80402631,0.03258269,-0.80970451
55198.96851852,-0.79580864,0.03420829,-0.81772935
55198.96863426,-0.78750883,0.03583037,-0.82566958
55198.96875000,-0.77912776,0.03744875,-0.83352438
55198.96886574,-0.77066628,0.03906328,-0.84129295
55198.96898148,-0.76212529,0.04067378,-0.84897450
55198.96909722,-0.75350566,0.04228009,-0.85656823
55198.96921296,-0.74480830,0.04388205,-0.86407338
55198.96932870,-0.73603411,0.04547949,-0.87148916
55198.96944444,-0.72718400,0.04707224,-0.87881482
55198.96956019,-0.71825889,0.04866015,-0.88604962
55198.96967593,-0.70925971,0.05024304,-0.89319280
55198.96979167,-0.70018739,0.05182077,-0.90024365
55198.96990741,-0.69104287,0.05339315,-0.90720144
55198.97002315,-0.68182710,0.05496004,-0.91406545
55198.97013889,-0.67254104,0.05652127,-0.92083499
55198.97025463,-0.66318565,0.05807667,-0.92750936
55198.97037037,-0.65376190,0.05962610,-0.93408788
55198.97048611,-0.64427077,0.06116940,-0.94056989
55198.97060185,-0.63471324,0.06270639,-0.94695471
55198.97071759,-0.62509030,0.06423693,-0.95324169
55198.97083333,-0.61540294,0.06576086,-0.95943020
55198.97094907,-0.60565218,0.06727802,-0.96551961
55198.97106481,-0.59583902,0.06878826,-0.97150928
55198.97118056,-0.58596447,0.07029141,-0.97739861
55198.97129630,-0.57602956,0.07178734,-0.98318700
55198.97141204,-0.56603532,0.07327587,-0.98887386
55198.97152778,-0.55598278,0.07475687,-0.99445861
55198.97164352,-0.54587297,0.07623018,-0.99994068
55198.97175926,-0.53570695,0.07769564,-1.00531950
55198.97187500,-0.52548577,0.07915311,-1.01059455
55198.97199074,-0.51521047,0.08060244,-1.01576526
55198.97210648,-0.50488213,0.08204348,-1.02083113
55198.97222222,-0.49450181,0.08347608,-1.02579163
55198.97233796,-0.48407058,0.08490009,-1.03064626
55198.97245370,-0.47358952,0.08631537,-1.03539452
55198.97256944,-0.46305972,0.08772178,-1.04003593
55198.97268519,-0.45248225,0.08911916,-1.04457002
55198.97280093,-0.44185821,0.09050738,-1.04899633
55198.97291667,-0.43118869,0.09188629,-1.05331441
55198.97303241,-0.42047481,0.09325576,-1.05752381
55198.97314815,-0.40971765,0.09461563,-1.06162412
55198.97326389,-0.39891834,0.09596579,-1.06561491
55198.97337963,-0.38807799,0.09730607,-1.06949578
55198.97349537,-0.37719770,0.09863635,-1.07326633
55198.97361111,-0.36627861,0.09995649,-1.07692619
55198.97372685,-0.35532184,0.10126636,-1.08047497
55198.97384259,-0.34432852,0.10256582,-1.08391233
55198.97395833,-0.33329978,0.10385474,-1.08723791
55198.97407407,-0.32223676,0.10513298,-1.09045137
55198.97418981,-0.31114060,0.10640042,-1.09355239
55198.97430556,-0.30001243,0.10765692,-1.09654065
55198.97442130,-0.28885341,0.10890236,-1.09941586
55198.97453704,-0.27766469,0.11013661,-1.10217771
55198.97465278,-0.26644741,0.11135954,-1.10482593
55198.97476852,-0.25520274,0.11257103,-1.10736026
55198.97488426,-0.24393182,0.11377096,-1.10978042
55198.97500000,-0.23263582,0.11495919,-1.11208619
55198.97511574,-0.22131591,0.11613561,-1.11427733
55198.97523148,-0.20997324,0.11730010,-1.11635360
55198.97534722,-0.19860898,0.11845254,-1.11831482
55198.97546296,-0.18722431,0.11959281,-1.12016077
55198.97557870,-0.17582039,0.12072079,-1.12189127
55198.97569444,-0.16439839,0.12183638,-1.12350614
55198.97581019,-0.15295950,0.12293944,-1.12500523
55198.97592593,-0.14150488,0.12402988,-1.12638837
55198.97604167,-0.13003572,0.12510758,-1.12765544
55198.97615741,-0.11855319,0.12617243,-1.12880631
55198.97627315,-0.10705847,0.12722431,-1.12984085
55198.97638889,-0.09555276,0.12826313,-1.13075896
55198.97650463,-0.08403722,0.12928877,-1.13156056
55198.97662037,-0.07251305,0.13030114,-1.13224556
55198.97673611,-0.06098142,0.13130012,-1.13281389
55198.97685185,-0.04944353,0.13228561,-1.13326550
55198.97696759,-0.03790055,0.13325752,-1.13360034
55198.97708333,-0.02635369,0.13421574,-1.13381838
55198.97719907,-0.01480411,0.13516018,-1.13391960
55198.97731481,-0.00325301,0.13609073,-1.13390398
55198.97743056,0.00829842,0.13700731,-1.13377154
55198.97754630,0.01984899,0.13790982,-1.13352229
55198.97766204,0.03139753,0.13879816,-1.13315624
55198.97777778,0.04294284,0.13967224,-1.13267345
55198.97789352,0.05448373,0.14053199,-1.13207396
55198.97800926,0.06601903,0.14137729,-1.13135783
55198.97812500,0.07754754,0.14220808,-1.13052514
55198.97824074,0.08906807,0.14302426,-1.12957597
55198.97835648,0.10057946,0.14382575,-1.12851042
55198.97847222,0.11208051,0.14461247,-1.12732860
55198.97858796,0.12357003,0.14538434,-1.12603063
55198.97870370,0.13504686,0.14614128,-1.12461664
55198.97881944,0.14650981,0.14688320,-1.12308679
55198.97893519,0.15795770,0.14761004,-1.12144121
55198.97905093,0.16938936,0.14832171,-1.11968009
55198.97916667,0.18080360,0.14901815,-1.11780361
55198.97928241,0.19219927,0.14969929,-1.11581195
55198.97939815,0.20357518,0.15036505,-1.11370531
55198.97951389,0.21493016,0.15101536,-1.11148393
55198.97962963,0.22626305,0.15165016,-1.10914801
55198.97974537,0.23757269,0.15226938,-1.10669780
55198.97986111,0.24885791,0.15287295,-1.10413355
55198.97997685,0.26011754,0.15346083,-1.10145552
55198.98009259,0.27135044,0.15403293,-1.09866398
55198.98020833,0.28255544,0.15458922,-1.09575922
55198.98032407,0.29373140,0.15512962,-1.09274154
55198.98043981,0.30487716,0.15565408,-1.08961124
55198.98055556,0.31599158,0.15616255,-1.08636864
55198.98067130,0.32707352,0.15665497,-1.08301408
55198.98078704,0.33812182,0.15713129,-1.07954789
55198.98090278,0.34913537,0.15759147,-1.07597043
55198.98101852,0.36011301,0.15803546,-1.07228206
55198.98113426,0.37105363,0.15846320,-1.06848317
55198.98125000,0.38195610,0.15887466,-1.06457413
55198.98136574,0.39281929,0.15926979,-1.06055535
55198.98148148,0.40364209,0.15964856,-1.05642724
55198.98159722,0.41442337,0.16001091,-1.05219021
55198.98171296,0.42516204,0.16035682,-1.04784470
55198.98182870,0.43585698,0.16068624,-1.04339116
55198.98194444,0.44650710,0.16099914,-1.03883004
55198.98206019,0.45711129,0.16129550,-1.03416180
55198.98217593,0.46766846,0.16157527,-1.02938691
55198.98229167,0.47817752,0.16183843,-1.02450588
55198.98240741,0.48863740,0.16208495,-1.01951919
55198.98252315,0.49904701,0.16231480,-1.01442736
55198.98263889,0.50940528,0.16252797,-1.00923090
55198.98275463,0.51971113,0.16272442,-1.00393034
55198.98287037,0.52996352,0.16290414,-0.99852623
55198.98298611,0.54016137,0.16306710,-0.99301912
55198.98310185,0.55030364,0.16321329,-0.98740957
55198.98321759,0.56038929,0.16334269,-0.98169815
55198.98333333,0.57041726,0.16345529,-0.97588545
55198.98344907,0.58038652,0.16355108,-0.96997206
55198.98356481,0.59029605,0.16363004,-0.96395859
55198.98368056,0.60014482,0.16369217,-0.95784565
55198.98379630,0.60993182,0.16373745,-0.95163386
55198.98391204,0.61965602,0.16376589,-0.94532386
55198.98402778,0.62931644,0.16377747,-0.93891629
55198.98414352,0.63891206,0.16377220,-0.93241182
55198.98425926,0.64844190,0.16375008,-0.92581110
55198.98437500,0.65790496,0.16371110,-0.91911481
55198.98449074,0.66730029,0.16365528,-0.91232364
55198.98460648,0.67662689,0.16358260,-0.90543827
55198.98472222,0.68588380,0.16349309,-0.89845943
55198.98483796,0.69507008,0.16338674,-0.89138781
55198.98495370,0.70418476,0.16326357,-0.88422414
55198.98506944,0.71322690,0.16312360,-0.87696917
55198.98518519,0.72219556,0.16296682,-0.86962362
55198.98530093,0.73108983,0.16279326,-0.86218825
55198.98541667,0.73990877,0.16260294,-0.85466383
55198.98553241,0.74865147,0.16239587,-0.84705112
55198.98564815,0.75731702,0.16217207,-0.83935091
55198.98576389,0.76590453,0.16193157,-0.83156399
55198.98587963,0.77441310,0.16167438,-0.82369114
55198.98599537,0.78284186,0.16140054,-0.81573319
55198.98611111,0.79118993,0.16111006,-0.80769094
55198.98622685,0.79945643,0.16080299,-0.79956522
55198.98634259,0.80764052,0.16047935,-0.79135686
55198.98645833,0.81574134,0.16013916,-0.78306672
55198.98657407,0.82375806,0.15978247,-0.77469563
55198.98668981,0.83168983,0.15940932,-0.76624445
55198.98680556,0.83953584,0.15901972,-0.75771406
55198.98692130,0.84729527,0.15861374,-0.74910534
55198.98703704,0.85496730,0.15819140,-0.74041915
55198.98715278,0.86255116,0.15775276,-0.73165640
55198.98726852,0.87004603,0.15729784,-0.72281799
55198.98738426,0.87745115,0.15682671,-0.71390483
55198.98750000,0.88476575,0.15633940,-0.70491783
55198.98761574,0.89198906,0.15583596,-0.69585791
55198.98773148,0.89912032,0.15531645,-0.68672601
55198.98784722,0.90615881,0.15478092,-0.67752306
55198.98796296,0.91310378,0.15422942,-0.66825002
55198.98807870,0.91995450,0.15366201,-0.65890784
55198.98819444,0.92671027,0.15307875,-0.64949747
55198.98831019,0.93337039,0.15247968,-0.64001989
55198.98842593,0.93993414,0.15186488,-0.63047608
55198.98854167,0.94640086,0.15123441,-0.62086701
55198.98865741,0.95276986,0.15058833,-0.61119367
55198.98877315,0.95904048,0.14992670,-0.60145707
55198.98888889,0.96521207,0.14924960,-0.59165820
55198.98900463,0.97128398,0.14855709,-0.58179807
55198.98912037,0.97725557,0.14784924,-0.57187770
55198.98923611,0.98312622,0.14712612,-0.56189812
55198.98935185,0.98889532,0.14638781,-0.55186035
55198.98946759,0.99456226,0.14563438,-0.54176543
55198.98958333,1.00012645,0.14486591,-0.53161439
55198.98969907,1.00558730,0.14408248,-0.52140829
55198.98981481,1.01094426,0.14328417,-0.51114818
55198.98993056,1.01619674,0.14247105,-0.50083512
55198.99004630,1.02134421,0.14164321,-0.49047017
55198.99016204,1.02638612,0.14080074,-0.48005440
55198.99027778,1.03132194,0.13994372,-0.46958889
55198.99039352,1.03615116,0.13907223,-0.45907472
55198.99050926,1.04087327,0.13818638,-0.44851297
55198.99062500,1.04548777,0.13728624,-0.43790474
55198.99074074,1.04999418,0.13637191,-0.42725111
55198.99085648,1.05439203,0.13544348,-0.41655321
55198.99097222,1.05868084,0.13450106,-0.40581212
55198.99108796,1.06286018,0.13354472,-0.39502896
55198.99120370,1.06692960,0.13257458,-0.38420484
55198.99131944,1.07088867,0.13159073,-0.37334089
55198.99143519,1.07473697,0.13059327,-0.36243823
55198.99155093,1.07847411,0.12958231,-0.35149798
55198.99166667,1.08209968,0.12855795,-0.34052128
55198.99178241,1.08561330,0.12752029,-0.32950926
55198.99189815,1.08901460,0.12646943,-0.31846307
55198.99201389,1.09230322,0.12540550,-0.30738384
55198.99212963,1.09547882,0.12432859,-0.29627273
55198.99224537,1.09854106,0.12323882,-0.28513088
55198.99236111,1.10148961,0.12213629,-0.27395945
55198.99247685,1.10432417,0.12102113,-0.26275959
55198.99259259,1.10704442,0.11989344,-0.25153248
55198.99270833,1.10965009,0.11875335,-0.24027926
55198.99282407,1.11214089,0.11760097,-0.22900110
55198.99293981,1.11451657,0.11643641,-0.21769919
55198.99305556,1.11677686,0.11525980,-0.20637467
55198.99317130,1.11892153,0.11407126,-0.19502874
55198.99328704,1.12095034,0.11287091,-0.18366257
55198.99340278,1.12286309,0.11165888,-0.17227733
55198.99351852,1.12465957,0.11043528,-0.16087420
55198.99363426,1.12633958,0.10920025,-0.14945438
55198.99375000,1.12790295,0.10795391,-0.13801904
55198.99386574,1.12934950,0.10669639,-0.12656936
55198.99398148,1.13067908,0.10542782,-0.11510655
55198.99409722,1.13189154,0.10414834,-0.10363179
55198.99421296,1.13298676,0.10285806,-0.09214626
55198.99432870,1.13396461,0.10155713,-0.08065117
55198.99444444,1.13482500,0.10024569,-0.06914770
55198.99456019,1.13556781,0.09892385,-0.05763704
55198.99467593,1.13619297,0.09759177,-0.04612041
55198.99479167,1.13670042,0.09624958,-0.03459898
55198.99490741,1.13709008,0.09489741,-0.02307396
55198.99502315,1.13736192,0.09353541,-0.01154654
55198.99513889,1.13751590,0.09216372,-0.00001792
55198.99525463,1.13755201,0.09078248,0.01151070
55198.99537037,1.13747022,0.08939183,0.02303812
55198.99548611,1.13727055,0.08799192,0.03456315
55198.99560185,1.13695302,0.08658288,0.04608458
55198.99571759,1.13651764,0.08516488,0.05760123
55198.99583333,1.13596446,0.08373804,0.06911189
55198.99594907,1.13529354,0.08230252,0.08061537
55198.99606481,1.13450493,0.08085848,0.09211047
55198.99618056,1.13359872,0.07940604,0.10359600
55198.99629630,1.13257500,0.07794538,0.11507076
55198.99641204,1.13143386,0.07647664,0.12653357
55198.99652778,1.13017543,0.07499996,0.13798322
55198.99664352,1.12879982,0.07351551,0.14941853
55198.99675926,1.12730718,0.07202344,0.16083831
55198.99687500,1.12569766,0.07052390,0.17224136
55198.99699074,1.12397142,0.06901704,0.18362652
55198.99710648,1.12212864,0.06750303,0.19499259
55198.99722222,1.12016951,0.06598201,0.20633839
55198.99733796,1.11809422,0.06445415,0.21766273
55198.99745370,1.11590299,0.06291961,0.22896445
55198.99756944,1.11359604,0.06137854,0.24024237
55198.99768519,1.11117361,0.05983110,0.25149531
55198.99780093,1.10863594,0.05827746,0.26272210
55198.99791667,1.10598331,0.05671777,0.27392158
55198.99803241,1.10321597,0.05515219,0.28509257
55198.99814815,1.10033422,0.05358090,0.29623393
55198.99826389,1.09733835,0.05200404,0.30734448
55198.99837963,1.09422867,0.05042179,0.31842308
55198.99849537,1.09100550,0.04883430,0.32946857
55198.99861111,1.08766917,0.04724175,0.34047980
55198.99872685,1.08422003,0.04564430,0.35145563
55198.99884259,1.08065844,0.04404211,0.36239491
55198.99895833,1.07698475,0.04243535,0.37329650
55198.99907407,1.07319936,0.04082418,0.38415928
55198.99918981,1.06930264,0.03920877,0.39498212
55198.99930556,1.06529502,0.03758930,0.40576387
55198.99942130,1.06117689,0.03596592,0.41650344
55198.99953704,1.05694868,0.03433881,0.42719969
55198.99965278,1.05261084,0.03270814,0.43785151
55198.99976852,1.04816382,0.03107406,0.44845781
55198.99988426,1.04360806,0.02943676,0.45901746
55199.00000000,1.03894405,0.02779641,0.46952938
55199.00011574,1.03417226,0.02615316,0.47999247
55199.00023148,1.02929320,0.02450720,0.49040565
55199.00034722,1.02430737,0.02285869,0.50076782
55199.00046296,1.01921527,0.02120781,0.51107792
55199.00057870,1.01401746,0.01955472,0.52133486
55199.00069444,1.00871445,0.01789960,0.53153759
55199.00081019,1.00330680,0.01624262,0.54168505
55199.00092593,0.99779508,0.01458395,0.55177616
55199.00104167,0.99217985,0.01292377,0.56180990
55199.00115741,0.98646169,0.01126223,0.57178521
55199.00127315,0.98064121,0.00959953,0.58170105
55199.00138889,0.97471899,0.00793582,0.59155640
